"Barcode","MaterialCode","MaterialName","RouteCode","WorkCenterCode","JobDate","ProdQty","CompleteRoute","ProdDateTime"
"VVQQ183R060606","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:12:19"
"VVQQ183R060607","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 19:25:58"
"VVQQ183R060608","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 19:55:03"
"VVQQ183R060609","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 02:55:49"
"VVQQ183R060610","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 17:44:43"
"VVQQ183R060611","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 19:55:18"
"VVQQ183R060613","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 15:39:17"
"VVQQ183R060614","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 23:50:22"
"VVQQ183R060615","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 23:44:54"
"VVQQ183R060616","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-19 23:45:23"
"VVQQ183R060617","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","500.00000","1","2026-08-20 02:56:11"
"VVQQ183R060618","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","493.00000","1","2026-08-20 02:55:26"
"VVQQ183R060619","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-19 23:45:08"
"VVQQ183R060620","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 02:55:59"
"VVQQ183R060621","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","495.00000","1","2026-08-19 23:44:39"
"VVQQ183R060622","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","495.00000","1","2026-08-20 04:30:32"
"VVQQ183R060624","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","498.00000","1","2026-08-20 02:55:38"
"VVQQ183R060626","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 04:30:41"
"VVQQ183R060627","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 18:39:29"
"VVQQ183R060628","ECVT30-260","HY-CAP VEC3R0606QG (1840)","V-26","VVT_F1","2026-08-19","497.00000","1","2026-08-20 04:30:51"
"VVQO193R072703","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F2","2026-08-19","1061.00000","1","2026-08-19 11:47:46"
"VVQO193R072760","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_BG","VVT_F2","2026-08-19","1049.00000","1","2026-08-19 12:27:59"
"VVQP183R072706","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F5","2026-08-19","1063.00000","1","2026-08-19 11:26:16"
"VVQP263R072709","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F5","2026-08-19","1073.00000","1","2026-08-19 11:24:59"
"VVQP263R072710","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F5","2026-08-19","1073.00000","1","2026-08-19 11:25:18"
"VVQP283R072702","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26","VVT_F5","2026-08-19","1064.00000","1","2026-08-19 11:25:35"
"VVQQ143R072721","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1052.00000","","2026-08-20 03:44:41"
"VVQQ153R072734","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1057.00000","","2026-08-20 07:05:34"
"VVQQ163R072702","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1040.00000","","2026-08-19 17:10:47"
"VVQQ163R072734","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1066.00000","","2026-08-18 14:12:23"
"VVQQ163R072735","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1059.00000","","2026-08-18 14:08:22"
"VVQQ163R072736","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1062.00000","","2026-08-18 14:04:19"
"VVQQ163R072737","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1060.00000","","2026-08-18 13:59:58"
"VVQQ173R072709","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1059.00000","","2026-08-20 03:55:53"
"VVQQ173R072710","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1057.00000","","2026-08-20 03:49:28"
"VVQQ173R072713","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1050.00000","","2026-08-19 13:08:00"
"VVQQ173R072714","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1047.00000","","2026-08-19 12:44:24"
"VVQQ173R072719","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1056.00000","","2026-08-19 16:19:09"
"VVQQ173R072726","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1054.00000","","2026-08-19 15:45:08"
"VVQQ183R072715","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1051.00000","","2026-08-20 07:08:43"
"VVQQ183R072718","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1071.00000","","2026-08-19 18:26:05"
"VVQQ183R072719","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1059.00000","","2026-08-19 21:26:03"
"VVQQ183R072720","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1055.00000","","2026-08-20 00:29:02"
"VVQQ183R072724","ECVT30-357","HY-CAP VEC3R0727QG (35105)","V-26_HY","VVT_F5","2026-08-19","1054.00000","","2026-08-20 04:29:20"
